OXI_ID,CODIGO INMUEBLE COMPLETO,EMPRESA PROPIETARIA,TIPOLOGIA INMUEBLE,REFERENCIA CATASTRAL,CCAA,PROVINCIA,CIUDAD,DIRECCIÓN COMPLETA,CODIGO POSTAL,ASKING PRICE,NUMERO DORMITORIOS,NUMERO BAÑOS,SUPERFICIE,SITUACIÓN OCUPACIONAL,FIELD AGENT ASSIGNED,FASE JUDICIAL,CLIENTE ,TIPO DE OPERACIÓN,PUBLISHED,OFFER STATUS,IBI,GASTOS COMUNIDAD,RESERVA-ARRAS AGREEMENT,OFFER QUANTITY,OXI FEES,NET FEES OXI,FIELD AGENTE FEES,OXI FEES (VAT),FIELD AGENT FESS (VAT),FASE RESERVA,FASE PBC,NOTARY,COMENTARIOS,HONORARIOS,ACTIVO EN COLABORACIÓN,OCUPACIÓN,VULNERABILIDAD,COMENTARIO GENERAL
OXI_6965,60439964,,VIVIENDA,6489514DF3868G0023QZ,Cataluña,Barcelona,BADALONA,"RBLA. SANT JOAN, N.33-35, P.4, Po.1",8912,€149100.00,-,-,87,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6966,60447604,,VIVIENDA,6370605DF3867A0043IP,Cataluña,Barcelona,BADALONA,"CL. MAR TIRRENA, N.3, E.B, P.3, Po.2",8918,€353000.00,-,-,121.16,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6967,60454908,,VIVIENDA,6683504DF3868D0015WS,Cataluña,Barcelona,BADALONA,"CL. UNIO, N.66-70, P.PB, Po.4",8912,€274600.00,-,-,119.5,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6968,60450922,,VIVIENDA,9223821DF2892C0280QB,Cataluña,Barcelona,BARCELONA,"CL. MALLORCA, N.115-123, E.IZDA, P.5, Po.1",8036,€351500.00,-,-,117.29,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6969,60448901,,VIVIENDA,6313512CG7261S0033XM,Cataluña,Barcelona,CALAF,"CL. JOSEP TORRA I CLOSA, N.5, E.A, P.3, Po.1",8280,€80300.00,-,-,95,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6970,60490619,,VIVIENDA,4505036CF9740N0001TQ,Cataluña,Barcelona,CANYELLES,"PJE. RONDA DEL PINS, N.2",8811,€229300.00,-,-,193,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6971,60527249,,VIVIENDA,3596369CF9639N0001AU,Cataluña,Barcelona,CANYELLES,"CL. BEETHOVEN, N.49, P.PARC, Po.811",8811,€150900.00,-,-,166.8,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6972,60470175,,VIVIENDA,3211312CF9831S0001LR,Cataluña,Barcelona,"GRANADA, LA","CL. PAU CASALS, N.13",8792,€415300.00,-,-,653,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6973,60451639,,VIVIENDA,6803941DF2860D0025MO,Cataluña,Barcelona,"HOSPITALET DE LLOBREGAT, L'","CL. MOSSEN JAUME BUSQUETS, N.37, P.AT, Po.2",8903,€75100.00,-,-,50,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6974,60452441,,VIVIENDA,5392312DF2759C0006TH,Cataluña,Barcelona,"HOSPITALET DE LLOBREGAT, L'","CL. SAURI, N.23, P.1",8901,€157400.00,-,-,91,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6975,60450972,,VIVIENDA,7096125DF2779E0010BB,Cataluña,Barcelona,"HOSPITALET DE LLOBREGAT, L'","CL. GENERAL PRIM, N.68, P.2, Po.2",8902,€75800.00,-,-,55.61,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6976,60439934,,VIVIENDA,9336104DG7193N0023OH,Cataluña,Barcelona,PALAFOLLS,"CL. CASTELL, DEL, N.9, P.PB, Po.4",8389,€69500.00,-,-,54,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6977,60455241,,VIVIENDA,0843401DG3004S0001WT,Cataluña,Barcelona,PALAU-SOLITA I PLEGAMANS,"CL. MONTJUICH, N.18",8184,€295200.00,-,-,210.94,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6978,60454473,,VIVIENDA,4086024DG7048N0003ZH,Cataluña,Barcelona,PINEDA DE MAR,"CL. RIERA, N.45A, P.1, Po.2",8397,€113900.00,-,-,75.1,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6979,60458775,,VIVIENDA,5143106DF4954S0001KZ,Cataluña,Barcelona,PREMIA DE DALT,"Rª PIRINEOS, N.15",8338,€508900.00,-,-,458.18,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6980,60445353,,VIVIENDA,4208113DG2040A0074HY,Cataluña,Barcelona,SABADELL,"VIA ALEXANDRA, N.24-26, P.2, Po.2",8206,€130400.00,-,-,99,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6981,60453393,,VIVIENDA,7030407DF1873A0001MU,Cataluña,Barcelona,SANT VICENÇ DELS HORTS,"CL. MONTJUIC, N.41",8620,€197300.00,-,-,232,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6982,60460471,,VIVIENDA,5816301DG7151N0001LL,Cataluña,Barcelona,SANTA SUSANNA,"CL. DE LA ROSA, N.1B, P.PARC, Po.100B",8398,€167600.00,-,-,205.45,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6983,60459272,,VIVIENDA,5614045DG1051B0007IQ,Cataluña,Barcelona,TERRASSA,"CL. NAPOLES, N.21-23, P.2, Po.1ª",8224,€213700.00,-,-,143.46,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6984,60456258,,VIVIENDA,7526701DG1072D0151BU,Cataluña,Barcelona,TERRASSA,"PSO 22 DE JULIOL, N.250, P.3, Po.2",8221,€154600.00,-,-,110.84,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6985,60444121,,VIVIENDA,7066110DG7176N0005SQ,Cataluña,Barcelona,TORDERA,"CL. AMADEU VIVES, N.45, P.1, Po.1",8490,€37100.00,-,-,49,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6986,60454477,,VIVIENDA,0340809CF9604S0001MP,Cataluña,Barcelona,VILANOVA I LA GELTRU,"CL. AGRICULTURA (URB.FONDO SOMELLA), N.81, P.CAS",8800,€202800.00,-,-,138.55,Okupado ,ANA ALBIOL,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6987,60475797,,VIVIENDA,002100200DG99E0001WL,Cataluña,Girona,"JONQUERA, LA","BARRIO CANADAL - MAS BALLÓ, POL. Nº 7, PARC. Nº 48, N.36",17700,€414400.00,-,-,336,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6988,60554180,,VIVIENDA,2903113EG1420S0002LQ,Cataluña,Girona,PALAFRUGELL,"CL. LLEIDA, N.11, P.2, Po.1",17200,€91400.00,-,-,100.49,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6989,60487484,,VIVIENDA,1864213DG6516S0019JR,Cataluña,Girona,"PLANES D'HOSTOLES, LES","CL. DEL PLA, N.8, P.2, Po.2",17172,€111600.00,-,-,91.16,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6990,60451917,,VIVIENDA,2567101EG0226N0027SM,Cataluña,Girona,SANT FELIU DE GUIXOLS,"CL. PONTEVEDRA, GRUPO SOT DELS CANYERS, BLOQUE 147-158, N.17, E.14, P.3, Po.2",17220,€53200.00,-,-,63,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6991,60528060,,VIVIENDA,4043701DG7444S0001GB,Cataluña,Girona,VILANNA,"CL. ALTA RIBAGORÇA (URB.MAS LLUNÈS), Po.270",17162,€67200.00,-,-,82.65,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6992,60452801,,VIVIENDA,7139820CF7673G0037TX,Cataluña,Tarragona,"VENDRELL, EL","CL. ALGUER, N.2, P.1, Po.5",43700,€79100.00,-,-,87.1,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6993,60449576,,VIVIENDA,4130601CF4543A0150DJ,Cataluña,Tarragona,VILA-SECA,"CL. MONTEROLS, N.33, E.33, P.4, Po.4",43480,€146000.00,-,-,117,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6994,60505252,,VIVIENDA,9367517FT3096N0007IP,Canarias,Las Palmas,ARRECIFE,"CL. CAMPOAMOR, N.38E",35500,€55200.00,-,-,65.21,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6995,60498932,,VIVIENDA,0072504DS6807S0005JO,Canarias,Las Palmas,"CARRIZAL, EL (INGENIO)","CL. ALEMANIA, N.38, P.2, Po.C",35240,€43000.00,-,-,50.14,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6996,60515637,,VIVIENDA,0574203DS6807S0010FA,Canarias,Las Palmas,"CARRIZAL, EL (INGENIO)","CL. COSMONAUTA ALDRINS, N.5B",35240,€94700.00,-,-,105,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6997,60524285,,VIVIENDA,0878201FS0707N0021MY,Canarias,Las Palmas,CORRALEJO PLAYA,"CL. EL ROQUE (VIVIENDA 4-A), N.9, P.PB, Po.D",35660,€219100.00,-,-,99.67,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6998,60475931,,VIVIENDA,3540018FS1934S0084SL,Canarias,Las Palmas,PLAYA BLANCA (YAIZA),"CL. INDIA, N.1, E.4, P.PB, Po.84",35580,€117000.00,-,-,90.96,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_6999,60446911,,VIVIENDA,9938212FS0593N0004UX,Canarias,Las Palmas,PUERTO DEL ROSARIO,"CL. MARIA ESTRADA, N.47, E.1, P.PB, Po.D",35600,€80600.00,-,-,91.45,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7000,60469595,,VIVIENDA,5870809CS3057S0012MD,Canarias,Sta. Cruz Tenerife,CABO BLANCO,"CL. SANTA ISABEL, N.1-7, P.2, Po.12",38627,€64000.00,-,-,72.09,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7001,60524513,,VIVIENDA,4102423CS7540S0001JQ,Canarias,Sta. Cruz Tenerife,"CUESTA, LA","CL. NARCISO DE VERA (VIV 2), N.93, P.1, Po.IZQ.",38320,€55400.00,-,-,71.76,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7002,60524361,,VIVIENDA,4102423CS7540S0001JQ,Canarias,Sta. Cruz Tenerife,"CUESTA, LA","CL. NARCISO DE VERA (VIV 4), N.93, P.2, Po.IZQ.",38320,€56800.00,-,-,71.76,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7003,60459383,,VIVIENDA,3695318CS7439N0001LX,Canarias,Sta. Cruz Tenerife,"CUESTA, LA","CL. VERDUGO Y MASSIEU, N.46",38320,€73700.00,-,-,73.8,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7004,60516579,,VIVIENDA,8382202CS5488S0010SG,Canarias,Sta. Cruz Tenerife,"MATANZA DE ACENTEJO, LA","CL. RAFAEL RAMOS, N.16, Po.9",38370,€118300.00,-,-,130.75,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7005,60527626,,VIVIENDA,7096106CS4077N0010KM,Canarias,Sta. Cruz Tenerife,SAN ISIDRO DE ABONA,"CL. MASCA, N.3, P.2, Po.A",38611,€80900.00,-,-,98.75,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7006,60514279,,VIVIENDA,6469148CS6566N0039GT,Canarias,Sta. Cruz Tenerife,TEJINA,"CL. FELIPE CASTILLO, N.28, P.2, Po.2C",38260,€80800.00,-,-,85.84,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7007,60452105,,VIVIENDA,2945304DF1824N0001UY,Cataluña,Barcelona,CAN PAULET,"CL. VALLES, N.32",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7008,60448663,,VIVIENDA,1512931EG1611S0001MM,Cataluña,Girona,"ESCALA, L'","CL. DE LA PALMA, N.2B",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7009,60464993,,VIVIENDA,6087905EG0668N0001GR,Cataluña,Girona,"ARMENTERA, L'","Rª EMPÚRIES, N.15",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7010,60475632,,VIVIENDA,6950225CF9765S0001HP,Cataluña,Barcelona,OLIVELLA,"CL. LA MALLARENGA, N.10",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7011,60486983,,VIVIENDA,8141501DG3184S0001KL,Cataluña,Barcelona,"AMETLLA DEL VALLES, L'","CL. FONT DEL GAT, N.13",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7012,60452859,,VIVIENDA,8289512DF3988N0001OS,Cataluña,Barcelona,MONTORNES DEL VALLES,"CL. D'ANDALUSIA, N.1A",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7013,60454033,,VIVIENDA,2435230DF4923N0001MU,Cataluña,Barcelona,"MASNOU, EL","CL. BADALONA, N.2",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7014,60452789,,VIVIENDA,4559775DF2945H0001AJ,Cataluña,Barcelona,CERDANYOLA DEL VALLES,CL. 05,-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7015,60451211,,VIVIENDA,5798230DG8159N0001PY,Cataluña,Girona,"HOSTALET, L' (LLORET DE MAR)","CL. BENIDORM, N.14, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7016,60451477,,VIVIENDA,6562008DF3966S0001OQ,Cataluña,Barcelona,SANT FOST DE CAMPSENTELLES,"CL. PAU CLARIS, N.22, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7017,60448497,,VIVIENDA,9750506DF2895B0010KU,Cataluña,Barcelona,BARCELONA,"CL. RIERA DE CAN TODA, N.3, P.1, Po.2",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7018,60447275,,VIVIENDA,3513619DF2831D0014ZY,Cataluña,Barcelona,ESPLUGUES DE LLOBREGAT,"CL. LAUREA MIRO, N.290-296, P.4, Po.2",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7019,60440322,,VIVIENDA,0355205DG8605N0001MS,Cataluña,Girona,"PINS, ELS (BANYOLES)","CL. SERINYÀ, N.82, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7020,60478736,,VIVIENDA,0938013CF8803N0001EY,Cataluña,Barcelona,TORRELLES DE FOIX,"CL. ALCINA, N.18",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7021,60470589,,VIVIENDA,4129105CF8942N0001WP,Cataluña,Barcelona,MEDIONA,"CL. DE DALT, N.31",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7022,60473046,,VIVIENDA,4428152DG8242N0001IE,Cataluña,Girona,VIDRERES,"CL. VIOLETA, N.1",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7023,60477326,,VIVIENDA,3719018CF9931N0001GQ,Cataluña,Barcelona,CAN ROS,"CL. EMPURIES, N.150",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7024,60476207,,VIVIENDA,6631005DG3363S0001WR,Cataluña,Barcelona,SEVA,"CL. L'AGUILAR, N.7",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7025,60456521,,VIVIENDA,6676105DG9767N0001PK,Cataluña,Girona,"FORQUES, LES","Rª PIRINEUS, N.34",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7026,60457015,,VIVIENDA,3530801DG2033C0004AX,Cataluña,Barcelona,SABADELL,"CL. MANUEL DE PEDROLO, N.10",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7027,60485037,,VIVIENDA,1196307DG0019N0001SR,Cataluña,Barcelona,CASTELLBELL I EL VILAR,"CL. AGULLES, N.121",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7028,60485939,,VIVIENDA,5683416EG0858S0001OK,Cataluña,Girona,GARRIGUELLA,"CL. FREDERIC MOMPOU, N.6",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7029,60454181,,VIVIENDA,4273104DF2847C0001GQ,Cataluña,Barcelona,SANT CUGAT DEL VALLES,"CL. SANT FRANCESC D'ASSIS, N.6, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7030,60453222,,VIVIENDA,7899801DG7079N0064FL,Cataluña,Barcelona,MALGRAT DE MAR,"PSO PASSEIG MARITIM, N.40, E.B, P.3, Po.4",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7031,60507837,,VIVIENDA,001600300BF93G0001QZ,Cataluña,Tarragona,BENIFALLET,"CTRA. GARCIA-BENIFALLET, N.KM23, P.PARC, Po.62",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7032,60447518,,VIVIENDA,9384043DG7198S0001YQ,Cataluña,Barcelona,TORDERA,"CL. PERE BOTER, N.3",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7033,60445711,,VIVIENDA,7615021DG6171N0001OG,Cataluña,Barcelona,TORDERA,"AV. CARTELLÀ, N.12",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7034,60527542,,VIVIENDA,6027104DG8262N0001JA,Cataluña,Girona,VIDRERES,"CL. NOGUERA, N.27, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7035,60530116,,VIVIENDA,9146411DF2894E0021FW,Cataluña,Barcelona,BARCELONA,"CL. VERDI, N.221-223, P.PB",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7036,60508593,,VIVIENDA,5970404DG0057S0001GJ,Cataluña,Barcelona,"VENTAYOL, EL","CL. EBRO, N.38, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7037,60470700,,VIVIENDA,7648402DG0074N0001TS,Cataluña,Barcelona,CAN SERRA,"CL. NOGUERA, N.7",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7038,60457759,,VIVIENDA,4188016DF3948N0004WX,Cataluña,Barcelona,MOLLET DEL VALLES,"CL. MARIA FORTUNY, N.47, P.2",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7039,60457449,,VIVIENDA,7183203DG8278S0001MP,Cataluña,Girona,CALDES DE MALAVELLA,"CL. BELLAVISTA, N.585",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7040,60454300,,VIVIENDA,4545402DF2744F0001TK,Cataluña,Barcelona,"PRAT DE LLOBREGAT, EL","Cº CAL SILET, N.31",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7041,60453845,,VIVIENDA,1129106DF3912G0001KE,Cataluña,Barcelona,TERRA NOSTRA,"AV. RIERA DE SANT CUGAT, N.94",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7042,60453959,,VIVIENDA,9035601DF2993E0014GO,Cataluña,Barcelona,CERDANYOLA DEL VALLES,"Rª CERDANYOLA, N.10",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7043,60453982,,VIVIENDA,4788102EG0248H0009WX,Cataluña,Girona,PLATJA D'ARO,"CL. QUERALBS, N.10, P.CAS, Po.8",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7044,60453475,,VIVIENDA,1889420DF5918N0007OF,Cataluña,Barcelona,MATARO,"Rª PRESIDENT TARRADELLAS, N.82, P.5",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7045,60453165,,VIVIENDA,6428722DF1762G0009GB,Cataluña,Barcelona,GAVA,"PL. PADRE POVEDA, N.3, P.2, Po.3",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7046,60452599,,VIVIENDA,4915007DG2041A0009BW,Cataluña,Barcelona,SABADELL,"PJE. DE L'ESTUDI, N.3, P.1, Po.1",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7047,60451285,,VIVIENDA,3303109EG1430S0001QR,Cataluña,Girona,PALAFRUGELL,"CL. UNIÓ, N.16",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7048,60451268,,VIVIENDA,1778501DF3917N0001LD,Cataluña,Barcelona,SANTA PERPETUA DE MOGODA,"CL. JOSEP CARNER, N.27",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7049,60450424,,VIVIENDA,5712503DG3051S0002AZ,Cataluña,Barcelona,"EIXAMPLE, L'","AV. CATALUNYA, N.34, Po.B",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7050,60451401,,VIVIENDA,6640032DG2064S0001PJ,Cataluña,Barcelona,SENTMENAT,"CL. MAS LLADO, N.9",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7051,60514905,,VIVIENDA,6993801DF0769S0001PY,Cataluña,Barcelona,CAN OLIVELLA,"CL. BOSC DEL SAMSO, N.2, P.CAS",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7052,60445242,,VIVIENDA,9676901DF1797F0003QP,Cataluña,Barcelona,SANT BOI DE LLOBREGAT,"CL. ANSELM CLAVÉ, N.5",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7053,60530931,,VIVIENDA,2997403CF9629N0001EE,Cataluña,Barcelona,CANYELLES,"AV. CALIFORNIA, N.3",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7054,60440733,,VIVIENDA,2099108EG1729N0071YW,Cataluña,Girona,SANTA MARGARIDA-SALATAR,"AV. DEL NORD, COMPLEJO PORT ESTRELLA, N.1, Po.71",-,,-,-,-,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7055,60441489,,VIVIENDA,3248805CF9634N0004IJ,Cataluña,Barcelona,VILANOVA I LA GELTRU,"CL. CAPUTXINS, N.8, P.2",-,,-,-,-,Okupado ,ANA ALBIOL,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
