OXI_ID,CODIGO INMUEBLE COMPLETO,EMPRESA PROPIETARIA,TIPOLOGIA INMUEBLE,REFERENCIA CATASTRAL,CCAA,PROVINCIA,CIUDAD,DIRECCIÓN COMPLETA,CODIGO POSTAL,ASKING PRICE,NUMERO DORMITORIOS,NUMERO BAÑOS,SUPERFICIE,SITUACIÓN OCUPACIONAL,FIELD AGENT ASSIGNED,FASE JUDICIAL,CLIENTE ,TIPO DE OPERACIÓN,PUBLISHED,OFFER STATUS,IBI,GASTOS COMUNIDAD,RESERVA-ARRAS AGREEMENT,OFFER QUANTITY,OXI FEES,NET FEES OXI,FIELD AGENTE FEES,OXI FEES (VAT),FIELD AGENT FESS (VAT),FASE RESERVA,FASE PBC,NOTARY,COMENTARIOS,HONORARIOS,ACTIVO EN COLABORACIÓN,OCUPACIÓN,VULNERABILIDAD,COMENTARIO GENERAL
OXI_7747,60580297,,VIVIENDA,5903412DF2850D0006LG,Cataluña,Barcelona,"HOSPITALET DE LLOBREGAT, L'","CL. ALEGRIA, N.32, P.1, Po.2",8905,€59300.00,-,-,56,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7748,60575813,,VIVIENDA,5694113DG9759S0001PP,Cataluña,Girona,FIGUERES,"CL. MAJOR, N.34",17600,€56900.00,-,-,88.3,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7749,60580807,,VIVIENDA,4181510DF3848A0005EH,Cataluña,Barcelona,SANTA COLOMA DE GRAMENET,"CL. ESPRIU, N.24, E.1, P.2, Po.1",8923,€37200.00,-,-,56,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7750,60579013,,VIVIENDA,5475509DF3857E0003HF,Cataluña,Barcelona,BADALONA,"AV. MARESME, N.152, P.2, Po.1",8918,€45600.00,-,-,74,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7751,60573803,,VIVIENDA,9308801DS5090N0042BY,Canarias,Las Palmas,TELDE,"URB. JINAMAR, N.9, E.A, P.11, Po.B",35200,€47600.00,-,-,75.85,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7752,60573320,,VIVIENDA,4999003CS7449N0008UP,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. RIO PISUERGA, N.27, P.4, Po.IZQ",38008,€63600.00,-,-,91,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7753,60572951,,VIVIENDA,5199703CS7459N0012ZG,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. BUENAVISTA, N.1, P.3, Po.10",38008,€47100.00,-,-,79.45,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7754,60573202,,VIVIENDA,5379002CS7457N0002YB,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"PL. DEL ROSARIO, N.5, P.1, Po.DCHA",38009,€92400.00,-,-,89,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7755,60574290,,VIVIENDA,9699601DS5999N0021JT,Canarias,Las Palmas,TELDE,"CL. LOMO DE LAS BRUJAS, N.47, P.5, Po.B",35220,€46400.00,-,-,79,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7756,60581041,,VIVIENDA,5785710CS7458N0168ZL,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"PJE. TRASERA IZQUIERDO AZCARATE, N.17, P.4, Po.IZQ",38009,€71900.00,-,-,65.08,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7757,60578193,,VIVIENDA,5300704CS7550S0008ZS,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. RIO GUADIANA, N.1, P.4, Po.8",38008,€62900.00,-,-,92.18,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7758,60572918,,VIVIENDA,5102301CS7550S0008RS,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. RIO GUADALETE, MANZANA E, N.1, P.3, Po.IZQ, B.6",38008,€54100.00,-,-,79.9,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7759,60575558,,VIVIENDA,4077702CS7437N0001AA,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. SARGENTO PROVISIONAL, N.45, P.PB, Po.DER",38010,€77800.00,-,-,103.47,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7760,60575496,,VIVIENDA,2648701CS7424N0005HY,Canarias,Sta. Cruz Tenerife,"CHORRILLO, EL","CL. LA CORUJA, N.6, E.C, P.PB, Po.B",38109,€66100.00,-,-,123.63,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7761,60584166,,VIVIENDA,0392911DS5009S0004XD,Canarias,Las Palmas,ARUCAS,"CL. LA GRACIOSA (EDIF. LA ALEGRIA), N.10, P.PB, Po.C",35411,€48000.00,-,-,54.24,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7762,60575585,,VIVIENDA,4076801CS7437N0043IK,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. BENCHEQUE, N.13, P.5, Po.DER",38010,€64700.00,-,-,93.25,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7763,60575527,,VIVIENDA,1851011CS7424N0027GX,Canarias,Sta. Cruz Tenerife,SANTA CRUZ DE TENERIFE,"CL. COLUMBRETE- EDIF. MANGO, N.45, E.45, P.3, Po.7",38111,€56600.00,-,-,74,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7764,60585074,,VIVIENDA,2373402CS7427S0002XH,Canarias,Sta. Cruz Tenerife,SAN CRISTOBAL DE LA LAGUNA,"CL. NARINA, N.5A, P.1, Po.D",38296,€90600.00,-,-,69.5,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7765,60572708,,VIVIENDA,9764802FT3096S0035XF,Canarias,Las Palmas,ARRECIFE,"CL. MARIA MORALES TOPHAM, N.55, P.PB",35500,€110700.00,-,-,100.54,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7766,60579775,,VIVIENDA,7019716CS4066S0225LT,Canarias,Sta. Cruz Tenerife,SAN ISIDRO DE ABONA,"CL. HERMANO PEDRO, N.39, E.1, P.2, Po.9",38611,€63500.00,-,-,69.98,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7767,60573511,,VIVIENDA,1313523CS6511S0014HR,Canarias,Sta. Cruz Tenerife,GUAYONJE,"CL. ISMAEL DOMINGUEZ, N.84, P.2, Po.14",38358,€90300.00,-,-,91.5,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7768,60575287,,VIVIENDA,4202626CS7540S0004QR,Canarias,Sta. Cruz Tenerife,"CUESTA, LA","CL. FRANCISCO RAMOS, N.91, P.3",38320,€96300.00,-,-,103,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7769,60579884,,VIVIENDA,1313523CS6511S0011DQ,Canarias,Sta. Cruz Tenerife,GUAYONJE,"CL. ISMAEL DOMINGUEZ, N.84, E.C, P.PB, Po.11",38358,€55500.00,-,-,57.2,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7770,60573961,,VIVIENDA,35030A008002590000IK,Canarias,Las Palmas,ROSA DE JAMES,"POLIGONO 8, P.PARC, Po.259",35629,€92100.00,-,-,106,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7771,60580871,,VIVIENDA,8791215DS5089S0004TX,Canarias,Las Palmas,"PALMAS DE GRAN CANARIA, LAS","PSO SAN ANTONIO, N.4",35014,€77900.00,-,-,101,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7772,60573157,,VIVIENDA,8872102DS5087S0001LI,Canarias,Las Palmas,"PALMAS DE GRAN CANARIA, LAS","CL. CAMPANA, N.12, P.PB",35015,€91700.00,-,-,210,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7773,60582618,,VIVIENDA,0915905DS6801N0007UH,Canarias,Las Palmas,PLAYA DE ARINAGA,"AV. POLIZON - PLAYA ARINAGA, N.110, P.1, Po.D",35118,€103700.00,-,-,98,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7774,60574964,,VIVIENDA,7079427CS4077N0001SJ,Canarias,Sta. Cruz Tenerife,GRANADILLA,"AV. ABONA, ED.SUIMA I, N.49, P.2, Po.A21",38600,€107000.00,-,-,93.06,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7775,60575874,,VIVIENDA,2737308CS6524S0006HI,Canarias,Sta. Cruz Tenerife,TACORONTE,"CTRA. TEJINA-TACORONTE (TF 16), EDIF. ALBA, N.233B, P.PB, Po.4",38350,€99300.00,-,-,93.71,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7776,60584960,,VIVIENDA,6383904CS6368S0063YY,Canarias,Sta. Cruz Tenerife,CANDELARIA,"AV. MARITIMA, N.27, E.C, P.2, Po.26",38530,€198700.00,-,-,123,Okupado ,,,CORAL HOMES,REO SIN POSESION,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7777,6082729,,SUELO,9054901BS2785S0001DH,Canarias,Sta. Cruz Tenerife,Breña Alta,"CL. CARMEN MARTIN GAITES, N.1, P.PARC, U.26",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7778,6079695,,SUELO,6457701CG5165N0001KI,Cataluña,Lleida,Cervera,"CL. POMPEU FABRA, N.SN/, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7779,6080028,,SUELO,5194175QB4459S0001OL,Andalucía,Sevilla,Sanlúcar la Mayor,"URB. ENCINARES DE SANLUCAR, N.S/N, P.PARC, U.277",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7780,6070891,,SUELO,8011358DG1081B0001GU,Cataluña,Barcelona,Terrassa,"CL. PRIM, N.57-59, P.PARC, U.P3A",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7781,6078945,,SUELO,3752013BG9035S0001YA,Cataluña,Lleida,Alcarràs,"AV. PAISSOS CATALANS, N.S/N, P.PARC, U.1B",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7782,6071480,,SUELO,2726013QB5422N0001MU,Andalucía,Sevilla,Villanueva del Ariscal,"AV. DE EUROPA, N.70",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7783,6082032,,SUELO,4901401TG5240S0001AQ,Andalucía,Sevilla,Utrera,STR. MANZANA M 23 // P.P. SUP-8 / RUEDOS DE CONSOLACION,,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7784,6083812,,SUELO,7250802TG3675S0001WW,Andalucía,Sevilla,Burguillos,"CL. LAS CARDONAS MANZANA 6 Y SIPS-02, N.6",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7785,60458390,,SUELO,1231501DG8113S0001XA,Cataluña,Girona,Blanes,"AV. EXTREMADURA, N.28, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7786,6077152,,SUELO,3562201CS5436S0001UQ,Canarias,Sta. Cruz Tenerife,Santa Úrsula,"CL. EL NEGRO, N.S/N, P.PARC, U.6",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7787,6072681,,SUELO,0836701QB5303N0001JA,Andalucía,Sevilla,Bollullos de la Mitación,"URB. LA JULIANA, P.PARC, Po.48",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7788,6136684,,SUELO,4713808CG2141S0001DL,Cataluña,Lleida,Mollerussa,"CL. DIPUTACIÓN, N.S/N",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7789,6078877,,SUELO,2147502EG1924N0001WH,Cataluña,Girona,Colera,"PRE. SECTOR PONENT DE SANT MIQUEL, N.S/N, P.PARC, Po.2B",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7790,60526447,,SUELO,8797205CS1389N0000FP,Canarias,Sta. Cruz Tenerife,Buenavista del Norte,"CL. PETRONILA DIAZ PORTA, N.12",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7791,6088966,,SUELO,6694717CF3469D0001FI,Cataluña,Tarragona,Cambrils,"CL. DE LA GARROTXA SECTOR S.U.P 1 DEL S.U.P, N.S/N, P.PARC, Po.2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7792,60510721,,SUELO,6084116UF5468N0001JU,Andalucía,Málaga,Fuengirola,"CL. COLEO URB. TORREGLANCA, N.8",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7793,60460497,,SUELO,6196401BF9069E0001RP,Cataluña,Tarragona,Amposta,"AV. SANT JAUME, N.49-55",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7794,6075818,,SUELO,6818405CS3161N0052EO,Canarias,Sta. Cruz Tenerife,Vilaflor,"Cº REAL, N.S/N, Po.52",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7795,60501187,,SUELO,3242704UG1234S0001IU,Andalucía,Sevilla,Osuna,"CL. ALCALÁ UE PERI 1-A, N.1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7796,60502146,,SUELO,9026601DG0292N0001ZL,Cataluña,Barcelona,Navarcles,"CL. CL PAU CLARIS, N.35, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7797,6138061,,SUELO,1810307DG9311S0001FX,Cataluña,Girona,Llagostera,"CL. TRAMUNTANA, N.9, P.PARC2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7798,6073023,,SUELO,2374301CS7427S0001DG,Canarias,Sta. Cruz Tenerife,San Cristóbal de La Laguna,"CL. OBISPO LUIS FOLGUERAS, N.1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7799,60477559,,SUELO,8904601CF2580D0001JJ,Cataluña,Tarragona,Mont-roig del Camp,"CL. CAMBRILS, N.28",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7800,60502831,,SUELO,6313513CG7261S0001IM,Cataluña,Barcelona,Calaf,"CL. MOSSEN PIUS FORN, N.14-16, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7801,60500046,,SUELO,3542804BG9034S0001AJ,Cataluña,Lleida,Alcarràs,"AV. ERNEST LLUCH, N.S/N, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7802,60479393,,SUELO,8088802CS5488N0001GQ,Canarias,Sta. Cruz Tenerife,Matanza de Acentejo (La),"CTRA. GENERAL DEL NORTE 18, N.2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7803,6083892,,SUELO,0432501TG4303S0001ZY,Andalucía,Sevilla,Dos Hermanas,"STR. BP 7 11,20 %",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7804,60523882,,SUELO,1370825UG7117S0001QW,Andalucía,Málaga,Villanueva de Algaidas,"CL. GRANADA, N.85",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7805,60509824,,SUELO,2548402EG1924N0001JH,Cataluña,Girona,Colera,"PL. JAVIER DE UGARTE, N.2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7806,6075572,,SUELO,1306222CS6511N0001AO,Canarias,Sta. Cruz Tenerife,Tacoronte,"CTRA. GENERAL DEL NORTE, N.3A",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7807,6077468,,SUELO,4287201CG0048E0001QB,Cataluña,Lleida,Lleida,"AV. AMPOSTA, N.76-94",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7808,6078640,,SUELO,7236304CF7673E0001YM,Cataluña,Tarragona,Vendrell (El),"CL. JOSEP IRLA, N.46, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7809,6082942,,SUELO,2579605VK4427N0001QR,Comunidad de Madrid,Madrid,Valdemoro,"CL. POZO SAN PEDRO, N.112, P.PARC, Po.M11-2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7810,60520686,,SUELO,3777103UF4537N0001LJ,Andalucía,Málaga,Coín,"CTRA. COIN-MIJAS URB. MIRAVALLE, N.42",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7811,6082128,,SUELO,3628101CF8832N0001MQ,Cataluña,Barcelona,Sant Martí Sarroca,"CL. MIQUEL MARTÍ I POL, N.2-4-6, P.PARC, U.53",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7812,60484446,,SUELO,5098205CF6959G0001FM,Cataluña,Tarragona,Santa Coloma de Queralt,"CL. LLORAC SECTOR PP-1 PARCELA 101, N.70",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7813,60507982,,SUELO,7476413DG7177N0001RF,Cataluña,Barcelona,Tordera,"CL. MARIANO CALVIÑO, N.31-33-35",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7814,60501726,,SUELO,6211501CF7661S0001JT,Cataluña,Tarragona,Vendrell (El),"CL. XORIGUER, N.40, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7815,60493153,,SUELO,8259618DG5185N0001IY,Cataluña,Barcelona,Sant Celoni,"AV. SANT PONÇ, N.2-6",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7816,60468745,,SUELO,8660820UF4785N0001AD,Andalucía,Málaga,Álora,"CL. MALAGA, N.19-21",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7817,60512288,,SUELO,8406848DG1080B0000ZS,Cataluña,Barcelona,Terrassa,"AV. SANTA EULALIA, N.219, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7818,60521999,,SUELO,7465410TG4376S0001YH,Andalucía,Sevilla,Alcalá de Guadaíra,"CL. CASTILLO CUMBRES MAYORES, N.2",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7819,60506991,,SUELO,0523547CS7502S0001DL,Canarias,Sta. Cruz Tenerife,San Cristóbal de La Laguna,"Cº DE LAS GAVIAS, N.6-8",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7820,60516707,,SUELO,5829916CF5652H0001JQ,Cataluña,Tarragona,Secuita (La),CL. DOCTOR PORTA,,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7821,60462646,,SUELO,4876046VF1647N9999YF,Andalucía,Málaga,Torrox,"AV. NUESTRA SEÑORA DE LAS NIEVES, N.PARC 80-82",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7822,60512542,,SUELO,2679220DG7027N0001SS,Cataluña,Barcelona,Pineda de Mar,"CL. GARBI, N.171, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7823,6077205,,SUELO,7581403DS4078S0001SO,Canarias,Las Palmas,Arucas,"CL. MUSICO DACIO FERRERA- POETISA MERCEDES PINTO, N.S/N, P.PARC, U.D3",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7824,6071435,,SUELO,5757101TG3555N0001ER,Andalucía,Sevilla,Alcalá del Río,"STR. SUB AR8 - MANZANA RPPMC-1, N.S/N, P.PARC, U.1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7825,60499607,,SUELO,6973609VK2567S0001RO,Comunidad de Madrid,Madrid,Moraleja de Enmedio,"CL. CONCORDIA, N.5-7",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7826,60466045,,SUELO,4324502DG7742S0001LQ,Cataluña,Girona,Besalú,"AV. MARE DE DEU DE MONTSERRAT, N.1, P.PARC, U.UZ-07",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7827,60467347,,SUELO,2883702CG0028D0001TE,Cataluña,Lleida,Lleida,"CL. CAL BERNET, N.2, P.PARC, Po.L-1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7828,60508285,,SUELO,9115503DG1091B0001PA,Cataluña,Barcelona,Terrassa,"CL. SANTA MARTA, N.5, P.PARC",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7829,6097166,,WIP,6161201TG3566S0001RP,ANDALUCÍA,SEVILLA,ALCALA DEL RIO,CL. ANGUILA.S/N,,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7830,6082492,,WIP,1251106DS3115S0004OX,CANARIAS,Las Palmas,SARDINA (GALDAR),"LOMO DEL FARO, Po.4",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7831,6083838,,WIP,6309120CS3161S0002QT,CANARIAS,Santa Cruz De Tenerife,VILAFLOR,"LUGAR ALTAVISTA. CNO REAL, LA ESCALONA",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7832,6078373,,WIP,1228102TG4512N0092PD,ANDALUCÍA,Sevilla,SAN JOSE DE LA RINCONADA,"CL. JAMES WATT, N.13, P.PB, PO.9",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7833,6083713,,WIP,7075702TG3577N0070LW,ANDALUCÍA,Sevilla,ALCALA DEL RIO,"CL. FUENTE DE LA MORA, N.1, P.PB, Po.1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7834,6083673,,WIP,1251118DS3115S0021OP,CANARIAS,Las Palmas,GALDAR,"URB. PLAYA CANARIA (CTRA. DEL FARO), N.21, P.CAS",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7835,6083310,,WIP,6997201DG9769N0008DD,CATALUÑA,Girona,FIGUERES,"CL. TINTS, N.9, P.S1, Po.7",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7836,6083037,,WIP,6752542DG0365S0094SX,CATALUÑA,Barcelona,BALSARENY,"CL. ANGEL GUIMERA, N.37, P.S1, Po.13",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7837,6082843,,WIP,9020602CS6592S0001MB,CANARIAS,Santa Cruz De Tenerife,SAN CRISTOBAL DE LA LAGUNA,CL. EL MADROÑO,,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7838,6082780,,WIP,0762701VK1706S0001KS,MADRID,Madrid,QUIJORNA,"CL. PEREZ GALDOS, N.8, DUPLICA",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7839,6082576,,WIP,6922203CS4462S0001UW,CANARIAS,Santa Cruz De Tenerife,PUERTO DE LA CRUZ,"CL. MARGARITA PEÑA GONZÁLEZ, N.S/N, Po.17",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7840,6081305,,WIP,6756407CS2165N0001IY,CANARIAS,Santa Cruz De Tenerife,TIJOCO BAJO,"CL. MORRO AFONSO BAJO ESQ. JUAN AFONSO PLACERES, N.S/N, P.PB, PO.C",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7841,6082496,,WIP,6852101CS4067N0009FZ,CANARIAS,Santa Cruz De Tenerife,SAN ISIDRO DE ABONA,"CL. LOS EMIGRANTES, N.9, P.S1, U.9",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
OXI_7842,6082395,,WIP,8899402CS1389N0001ZA,CANARIAS,Santa Cruz De Tenerife,BUENAVISTA DEL NORTE,"CL. TABONA, N.5, P.PB, Po.1",,,,,,Okupado ,,,CORAL HOMES,,,,,,,,0,0,0,0,0,,,,,SI,,,,
